"id","person_age","person_gender","person_education","person_income","person_emp_exp","person_home_ownership","loan_amnt","loan_intent","loan_int_rate","loan_percent_income","cb_person_cred_hist_length","credit_score","previous_loan_defaults_on_file","loan_status"
"21871",41,"male","Doctorate",27064,15,"OWN",3500,"EDUCATION",13.61,0.13,13,675,"No",0
"21872",29,"male","Associate",42954,5,"RENT",7000,"MEDICAL",12.68,0.16,9,606,"Yes",0
"21873",24,"female","Master",32569,0,"RENT",6000,"MEDICAL",7.64,0.18,4,587,"Yes",0
"21874",34,"male","High School",19575,10,"OWN",3800,"VENTURE",7.49,0.19,9,595,"No",1
"21875",31,"male","Associate",51348,6,"RENT",20000,"VENTURE",13.57,0.39,6,703,"No",1
"21876",23,"male","Associate",48327,3,"MORTGAGE",3250,"PERSONAL",11.01,0.07,4,613,"No",1
"21877",23,"female","Bachelor",76322,4,"RENT",16000,"MEDICAL",15.35,0.21,4,623,"No",1
"21878",24,"male","Bachelor",67941,0,"MORTGAGE",3200,"VENTURE",7.68,0.05,3,664,"No",0
"21879",50,"male","Bachelor",55772,26,"MORTGAGE",5000,"PERSONAL",7.9,0.09,16,687,"No",0
"218710",30,"female","Associate",31187,5,"MORTGAGE",7000,"DEBTCONSOLIDATION",10.99,0.22,10,676,"Yes",0
"218711",21,"male","High School",68428,1,"RENT",12000,"VENTURE",10.75,0.18,4,652,"Yes",0
"218712",28,"male","Master",46988,5,"RENT",6000,"DEBTCONSOLIDATION",10.46,0.13,8,636,"Yes",0
"218713",24,"male","Bachelor",95091,1,"MORTGAGE",19500,"DEBTCONSOLIDATION",15.31,0.21,4,630,"No",1
"218714",30,"male","Master",142560,7,"MORTGAGE",5000,"PERSONAL",13.92,0.04,9,646,"No",0
"218715",26,"female","Associate",37033,5,"RENT",4200,"EDUCATION",16.49,0.11,3,621,"No",1
"218716",25,"male","Associate",59559,1,"MORTGAGE",23225,"EDUCATION",14.98,0.39,4,584,"Yes",0
"218717",22,"male","Associate",113317,0,"MORTGAGE",5000,"EDUCATION",9.99,0.04,2,586,"Yes",0
"218718",24,"male","Bachelor",26769,2,"MORTGAGE",8000,"MEDICAL",5.42,0.3,2,613,"Yes",0
"218719",25,"female","Associate",63360,1,"RENT",7000,"EDUCATION",10.71,0.11,3,583,"Yes",0
"218720",23,"male","High School",34534,0,"RENT",8500,"VENTURE",6.24,0.25,3,515,"Yes",0
"218721",47,"male","High School",84913,24,"RENT",6000,"HOMEIMPROVEMENT",8.49,0.07,12,688,"No",0
"218722",24,"male","Master",149622,4,"RENT",24000,"PERSONAL",16.49,0.16,4,684,"Yes",0
"218723",27,"female","High School",66987,7,"MORTGAGE",10000,"HOMEIMPROVEMENT",13.49,0.15,8,701,"No",0
"218724",30,"male","Bachelor",37988,8,"RENT",4800,"MEDICAL",13.43,0.13,5,618,"Yes",0
"218725",27,"female","Bachelor",31361,5,"RENT",5000,"PERSONAL",9.62,0.16,7,658,"Yes",0
"218726",22,"female","High School",105455,0,"OWN",10000,"EDUCATION",8.59,0.09,3,537,"No",0
"218727",33,"female","High School",36726,11,"RENT",7500,"EDUCATION",11.86,0.2,5,521,"No",1
"218728",29,"male","Master",77981,11,"RENT",15000,"DEBTCONSOLIDATION",15.27,0.19,10,606,"No",1
"218729",49,"male","Associate",172318,24,"MORTGAGE",24000,"MEDICAL",11.01,0.14,14,591,"No",1
"218730",25,"male","High School",103212,2,"MORTGAGE",5500,"PERSONAL",13.49,0.05,3,570,"Yes",0
"218731",25,"female","Master",86220,3,"OWN",3250,"VENTURE",5.79,0.04,2,715,"No",0
"218732",24,"male","Master",39637,1,"RENT",3000,"MEDICAL",12.29,0.08,2,672,"No",0
"218733",23,"female","High School",65804,4,"RENT",10000,"PERSONAL",14.11,0.15,2,601,"No",1
"218734",27,"male","Associate",52600,5,"RENT",10000,"EDUCATION",7.49,0.19,10,489,"Yes",0
"218735",46,"male","High School",102734,23,"OWN",5000,"VENTURE",7.43,0.05,13,632,"Yes",0
"218736",24,"male","Associate",87110,0,"RENT",3200,"PERSONAL",13.92,0.04,3,591,"Yes",0
"218737",26,"male","Associate",39351,7,"RENT",8575,"MEDICAL",15.91,0.22,3,611,"No",1
"218738",27,"male","Master",44526,3,"RENT",1443,"PERSONAL",13.08,0.03,7,522,"Yes",0
"218739",36,"female","High School",51125,14,"RENT",1000,"HOMEIMPROVEMENT",7.51,0.02,14,620,"No",1
"218740",38,"male","High School",23715,15,"RENT",6000,"DEBTCONSOLIDATION",15.99,0.25,12,654,"No",1
"218741",34,"female","Associate",19321,10,"OWN",5000,"PERSONAL",9.44,0.26,12,685,"No",1
"218742",29,"female","High School",81318,10,"RENT",8032,"VENTURE",13.35,0.1,9,657,"Yes",0
"218743",40,"male","High School",60856,21,"RENT",2000,"PERSONAL",11.49,0.03,17,662,"No",0
"218744",33,"male","High School",124665,11,"MORTGAGE",24000,"EDUCATION",7.49,0.19,10,542,"No",0
"218745",24,"male","High School",51784,5,"RENT",4000,"HOMEIMPROVEMENT",12.73,0.08,3,590,"No",1
"218746",22,"male","Associate",67000,0,"RENT",6000,"EDUCATION",14.27,0.09,2,631,"Yes",0
"218747",27,"female","Master",150890,7,"RENT",10000,"VENTURE",10.62,0.07,6,649,"Yes",0
"218748",22,"female","Bachelor",37071,0,"RENT",15000,"DEBTCONSOLIDATION",15.27,0.4,2,636,"No",1
"218749",23,"female","Associate",66068,1,"MORTGAGE",4000,"VENTURE",15.62,0.06,3,679,"No",1
"218750",37,"male","High School",47293,12,"RENT",23500,"EDUCATION",11.01,0.5,16,509,"No",1
"218751",26,"female","High School",60841,7,"RENT",18000,"EDUCATION",13.11,0.3,3,651,"No",1
"218752",22,"female","Bachelor",55064,1,"RENT",5000,"EDUCATION",11.11,0.09,4,551,"Yes",0
"218753",25,"male","Associate",75569,4,"RENT",1557,"EDUCATION",10.14,0.02,4,638,"Yes",0
"218754",40,"female","Master",66930,17,"MORTGAGE",6000,"PERSONAL",9.76,0.09,14,727,"No",1
"218755",25,"female","High School",48924,0,"RENT",7000,"DEBTCONSOLIDATION",9.26,0.14,3,624,"Yes",0
"218756",25,"male","Bachelor",40185,3,"MORTGAGE",8000,"EDUCATION",8.73,0.2,4,648,"No",0
"218757",22,"male","High School",67015,0,"RENT",6800,"EDUCATION",11.99,0.1,2,623,"Yes",0
"218758",29,"male","Associate",168907,6,"MORTGAGE",12600,"VENTURE",11.01,0.07,6,599,"Yes",0
"218759",21,"male","Bachelor",71970,0,"RENT",5000,"MEDICAL",14.22,0.07,3,716,"No",1
"218760",25,"male","High School",36924,5,"RENT",4200,"MEDICAL",12.23,0.11,4,547,"Yes",0
"218761",24,"female","High School",121186,3,"MORTGAGE",16000,"VENTURE",6.54,0.13,2,666,"No",0
"218762",25,"male","High School",87594,1,"MORTGAGE",10000,"EDUCATION",14.56,0.11,3,684,"Yes",0
"218763",23,"male","Master",84543,0,"RENT",8000,"EDUCATION",16.02,0.09,2,608,"Yes",0
"218764",23,"male","High School",51384,0,"RENT",3000,"MEDICAL",6.62,0.06,3,564,"Yes",0
"218765",41,"female","Associate",72980,21,"MORTGAGE",3841,"EDUCATION",12.77,0.05,14,622,"Yes",0
"218766",28,"female","High School",70418,4,"RENT",12737,"EDUCATION",12.55,0.18,8,582,"Yes",0
"218767",34,"female","Bachelor",45940,9,"MORTGAGE",12000,"MEDICAL",11.01,0.26,7,667,"Yes",0
"218768",31,"male","High School",14695,10,"RENT",2100,"MEDICAL",6.79,0.14,7,626,"No",1
"218769",39,"male","Bachelor",59991,18,"RENT",15175,"DEBTCONSOLIDATION",19.13,0.25,11,676,"No",1
"218770",25,"male","Associate",76674,3,"RENT",5000,"HOMEIMPROVEMENT",10.74,0.07,3,638,"Yes",0
"218771",23,"male","High School",101894,2,"RENT",6000,"VENTURE",6.99,0.06,3,673,"No",0
"218772",22,"male","Master",103807,1,"RENT",6115,"EDUCATION",9.4,0.06,4,690,"No",0
"218773",27,"female","Master",65642,5,"MORTGAGE",12000,"DEBTCONSOLIDATION",16.49,0.18,10,695,"No",1
"218774",32,"female","Master",85043,7,"MORTGAGE",1800,"PERSONAL",14.65,0.02,6,621,"Yes",0
"218775",25,"female","Bachelor",61219,0,"RENT",12000,"PERSONAL",14.74,0.2,2,532,"No",1
"218776",30,"male","Associate",145093,9,"MORTGAGE",10000,"HOMEIMPROVEMENT",13.05,0.07,8,615,"No",0
"218777",23,"male","Associate",84789,3,"MORTGAGE",13000,"EDUCATION",5.42,0.15,3,634,"Yes",0
"218778",22,"female","Associate",58118,0,"MORTGAGE",8000,"VENTURE",12.53,0.14,4,538,"No",0
